freq	freq_mln	orth_pres	orth_past	ipa_pres	ipa_past	Infl
8	0	revolve	revolved	rIvOlv	rIvOlvd	reg
3	0	rev	revved	rEv	rEvd	reg
32	2	reward	rewarded	rIwO:d	rIwO:dId	reg
1	0	rewrite	rewrote	ri:raIt	ri:r@Ut	irreg
2	0	ricochet	ricochetted	rIk@SeI	rIk@SeId	reg
11	1	riddle	riddled	rIdl,	rIdl,d	reg
2	0	ridge	ridged	rIdZ	rIdZd	reg
6	0	ridicule	ridiculed	rIdIkju:l	rIdIkju:ld	reg
2	0	riffle	riffled	rIfl,	rIfl,d	reg
2	0	rifle	rifled	raIfl,	raIfl,d	reg
10	1	rig	rigged	rIg	rIgd	reg
3	0	right	righted	raIt	raItId	reg
1	0	rile	riled	raIl	raIld	reg
4	0	rim	rimmed	rIm	rImd	reg
12	1	ring	ringed	rIN	rINd	reg
9	1	rinse	rinsed	rIns	rInst	reg
1	0	riot	rioted	raI@t	raI@tId	reg
4	0	ripen	ripened	raIp@n	raIp@nd	reg
1	0	riposte	riposted	rIpOst	rIpOstId	reg
30	2	rip	ripped	rIp	rIpt	reg
7	0	ripple	rippled	rIpl,	rIpl,d	reg
13	1	risk	risked	rIsk	rIskt	reg
1	0	rival	rivalled	raIvl,	raIvl,d	reg
1	0	rive	rived	raIv	raIvd	reg
4	0	rivet	riveted	rIvIt	rIvItId	reg
10	1	roam	roamed	r@Um	r@Umd	reg
43	2	roar	roared	rO:r*	rO:d	reg
12	1	roast	roasted	r@Ust	r@UstId	reg
21	1	rob	robbed	rOb	rObd	reg
3	0	robe	robed	r@Ub	r@Ubd	reg
16	1	rock	rocked	rOk	rOkt	reg
4	0	rocket	rocketed	rOkIt	rOkItId	reg
70	4	ride	rode	raId	r@Ud	irreg
118	7	roll	rolled	r@Ul	r@Uld	reg
2	0	romanticize	romanticized	r@Um&ntIsaIz	r@Um&ntIsaIzd	reg
2	0	romp	romped	rOmp	rOmpt	reg
4	0	roof	roofed	ru:f	ru:ft	reg
1	0	room	roomed	ru:m	ru:md	reg
3	0	root	rooted	ru:t	ru:tId	reg
4	0	rope	roped	r@Up	r@Upt	reg
284	16	rise	rose	raIz	r@Uz	irreg
7	0	rotate	rotated	r@UteIt	r@UteItId	reg
5	0	rot	rotted	rOt	rOtId	reg
3	0	rouge	rouged	ru:Z	ru:Zd	reg
1	0	rough	roughed	rVf	rVft	reg
2	0	roughen	roughened	rVfn,	rVfn,d	reg
52	3	round	rounded	raUnd	raUndId	reg
19	1	rouse	roused	raUz	raUzd	reg
3	0	rout	routed	raUt	raUtId	reg
1	0	route	routed	ru:t	ru:tId	reg
1	0	rove	roved	r@Uv	r@Uvd	reg
6	0	row	rowed	r@U	r@Ud	reg
54	3	rub	rubbed	rVb	rVbd	reg
1	0	rubberize	rubberized	rVb@raIz	rVb@raIzd	reg
1	0	rubber-stamp	rubber-stamped	rVb@st&mp	rVb@st&mpt	reg
1	0	ruck	rucked	rVk	rVkt	reg
14	1	ruffle	ruffled	rVfl,	rVfl,d	reg
51	3	ruin	ruined	rUIn	rUInd	reg
71	4	rule	ruled	ru:l	ru:ld	reg
6	0	rumble	rumbled	rVmbl,	rVmbl,d	reg
1	0	ruminate	ruminated	ru:mIneIt	ru:mIneItId	reg
5	0	rummage	rummaged	rVmIdZ	rVmIdZd	reg
10	1	rumour	rumoured	ru:m@r*	ru:m@d	reg
11	1	rumple	rumpled	rVmpl,	rVmpl,d	reg
4	0	rupture	ruptured	rVptS@r*	rVptS@d	reg
82	5	rush	rushed	rVS	rVSt	reg
4	0	rust	rusted	rVst	rVstId	reg
2	0	rusticate	rusticated	rVstIkeIt	rVstIkeItId	reg
6	0	rustle	rustled	rVsl,	rVsl,d	reg
3	0	rut	rutted	rVt	rVtId	reg
3	0	sabotage	sabotaged	s&b@tA:Z	s&b@tA:Zd	reg
22	1	sack	sacked	s&k	s&kt	reg
22	1	sacrifice	sacrificed	s&krIfaIs	s&krIfaIst	reg
9	1	sadden	saddened	s&dn,	s&dn,d	reg
9	1	saddle	saddled	s&dl,	s&dl,d	reg
5	0	safeguard	safeguarded	seIfgA:d	seIfgA:dId	reg
10	1	sag	sagged	s&g	s&gd	reg
9931	554	say	said	seI	sEd	irreg
32	2	sail	sailed	seIl	seIld	reg
11	1	salt	salted	sO:lt	sO:ltId	reg
7	0	salute	saluted	s@lu:t	s@lu:tId	reg
7	0	salvage	salvaged	s&lvIdZ	s&lvIdZd	reg
4	0	sample	sampled	sA:mpl,	sA:mpl,d	reg
3	0	sanctify	sanctified	s&NktIfaI	s&NktIfaId	reg
8	0	sanction	sanctioned	s&NkSn,	s&NkSn,d	reg
1	0	sandbag	sandbagged	s&ndb&g	s&ndb&gd	reg
2	0	sand	sanded	s&nd	s&ndId	reg
4	0	sandwich	sandwiched	s&nwIdZ	s&nwIdZd	reg
84	5	sing	sang	sIN	s&N	irreg
62	3	sink	sank	sINk	s&Nk	irreg
3	0	sap	sapped	s&p	s&pt	reg
817	46	sit	sat	sIt	s&t	irreg
3	0	sate	sated	seIt	seItId	reg
2	0	satiate	satiated	seISIeIt	seISIeItId	reg
1	0	satirize	satirized	s&t@raIz	s&t@raIzd	reg
120	7	satisfy	satisfied	s&tIsfaI	s&tIsfaId	reg
12	1	saturate	saturated	s&tS@reIt	s&tS@reItId	reg
10	1	saunter	sauntered	sO:nt@r*	sO:nt@d	reg
1	0	saute	saut#eed	s@UteI	s@UteId	reg
2	0	savage	savaged	s&vIdZ	s&vIdZd	reg
131	7	save	saved	seIv	seIvd	reg
6	0	savour	savoured	seIv@r*	seIv@d	reg
1736	97	see	saw	si:	sO:	irreg
3	0	saw	sawed	sO:	sO:d	reg
2	0	scab	scabbed	sk&b	sk&bd	reg
2	0	scald	scalded	skO:ld	skO:ldId	reg
8	0	scale	scaled	skeIl	skeIld	reg
2	0	scallop	scalloped	skOl@p	skOl@pt	reg
1	0	scalp	scalped	sk&lp	sk&lpt	reg
4	0	scamper	scampered	sk&mp@r*	sk&mp@d	reg
6	0	scandalize	scandalized	sk&nd@laIz	sk&nd@laIzd	reg
8	0	scan	scanned	sk&n	sk&nd	reg
9	1	scare	scared	skE@r*	skE@d	reg
13	1	scar	scarred	skA:r*	skA:d	reg
39	2	scatter	scattered	sk&t@r*	sk&t@d	reg
1	0	scavenge	scavenged	sk&vIndZ	sk&vIndZd	reg
15	1	scent	scented	sEnt	sEntId	reg
36	2	schedule	scheduled	SEdju:l	SEdju:ld	reg
1	0	scheme	schemed	ski:m	ski:md	reg
4	0	school	schooled	sku:l	sku:ld	reg
6	0	scoff	scoffed	skOf	skOft	reg
7	0	scold	scolded	sk@Uld	sk@UldId	reg
11	1	scoop	scooped	sku:p	sku:pt	reg
2	0	scoot	scooted	sku:t	sku:tId	reg
9	1	scorch	scorched	skO:tS	skO:tSt	reg
46	3	score	scored	skO:r*	skO:d	reg
7	0	scorn	scorned	skO:n	skO:nd	reg
1	0	scotch	scotched	skOtS	skOtSt	reg
7	0	scour	scoured	skaU@r*	skaU@d	reg
1	0	scourge	scourged	sk3:dZ	sk3:dZd	reg
9	1	scowl	scowled	skaUl	skaUld	reg
4	0	scrabble	scrabbled	skr&bl,	skr&bl,d	reg
32	2	scramble	scrambled	skr&mbl,	skr&mbl,d	reg
16	1	scrape	scraped	skreIp	skreIpt	reg
6	0	scrap	scrapped	skr&p	skr&pt	reg
37	2	scratch	scratched	skr&tS	skr&tSt	reg
8	0	scrawl	scrawled	skrO:l	skrO:ld	reg
63	4	scream	screamed	skri:m	skri:md	reg
8	0	screech	screeched	skri:tS	skri:tSt	reg
11	1	screen	screened	skri:n	skri:nd	reg
27	2	screw	screwed	skru:	skru:d	reg
14	1	scribble	scribbled	skrIbl,	skrIbl,d	reg
4	0	scribe	scribed	skraIb	skraIbd	reg
1	0	scrounge	scrounged	skraUndZ	skraUndZd	reg
16	1	scrub	scrubbed	skrVb	skrVbd	reg
1	0	scrunch	scrunched	skrVntS	skrVntSt	reg
7	0	scrutinize	scrutinized	skru:tInaIz	skru:tInaIzd	reg
1	0	scud	scudded	skVd	skVdId	reg
4	0	scuff	scuffed	skVf	skVft	reg
2	0	scuffle	scuffled	skVfl,	skVfl,d	reg
3	0	sculpt	sculpted	skVlpt	skVlptId	reg
4	0	sculpture	sculptured	skVlptS@r*	skVlptS@d	reg
1	0	scupper	scuppered	skVp@r*	skVp@d	reg
7	0	scurry	scurried	skVrI	skVrId	reg
5	0	scuttle	scuttled	skVtl,	skVtl,d	reg
1	0	scythe	scythed	saID	saIDd	reg
49	3	seal	sealed	si:l	si:ld	reg
4	0	seam	seamed	si:m	si:md	reg
55	3	search	searched	s3:tS	s3:tSt	reg
2	0	sear	seared	sI@r*	sI@d	reg
11	1	season	seasoned	si:zn,	si:zn,d	reg
63	4	seat	seated	si:t	si:tId	reg
1	0	seclude	secluded	sIklu:d	sIklu:dId	reg
2	0	second	seconded	sIkOnd	sIkOndId	reg
3	0	second	seconded	sEk@nd	sEk@ndId	reg
5	0	secrete	secreted	sIkri:t	sIkri:tId	reg
1	0	secularize	secularized	sEkjUl@raIz	sEkjUl@raIzd	reg
41	2	secure	secured	sIkjU@r*	sIkjU@d	reg
1	0	sedate	sedated	sIdeIt	sIdeItId	reg
15	1	seduce	seduced	sIdju:s	sIdju:st	reg
2	0	seed	seeded	si:d	si:dId	reg
1492	83	seem	seemed	si:m	si:md	reg
5	0	seep	seeped	si:p	si:pt	reg
6	0	seethe	seethed	si:D	si:Dd	reg
6	0	segment	segmented	sEgmEnt	sEgmEntId	reg
5	0	segregate	segregated	sEgrIgeIt	sEgrIgeItId	reg
65	4	seize	seized	si:z	si:zd	reg
87	5	select	selected	sIlEkt	sIlEktId	reg
54	3	sense	sensed	sEns	sEnst	reg
2	0	sensitize	sensitized	sEnsItaIz	sEnsItaIzd	reg
551	31	send	sent	sEnd	sEnt	irreg
24	1	sentence	sentenced	sEnt@ns	sEnt@nst	reg
1	0	sentimentalize	sentimentalized	sEntImEntl,aIz	sEntImEntl,aIzd	reg
96	5	separate	separated	sEp@reIt	sEp@reItId	reg
1	0	sequester	sequestered	sIkwEst@r*	sIkwEst@d	reg
1	0	serenade	serenaded	sEr@neId	sEr@neIdId	reg
1	0	serialize	serialized	sI@rI@laIz	sI@rI@laIzd	reg
191	11	serve	served	s3:v	s3:vd	reg
5	0	service	serviced	s3:vIs	s3:vIst	reg
140	8	settle	settled	sEtl,	sEtl,d	reg
15	1	sever	severed	sEv@r*	sEv@d	reg
5	0	sew	sewed	s@U	s@Ud	reg
1	0	sex	sexed	sEks	sEkst	reg
7	0	shackle	shackled	S&kl,	S&kl,d	reg
13	1	shade	shaded	SeId	SeIdId	reg
8	0	shadow	shadowed	S&d@U	S&d@Ud	reg
2	0	shamble	shambled	S&mbl,	S&mbl,d	reg
4	0	shame	shamed	SeIm	SeImd	reg
1	0	shampoo	shampooed	S&mpu:	S&mpu:d	reg
1	0	shanghai	shanghaied	S&NhaI	S&NhaId	reg
23	1	shape	shaped	SeIp	SeIpt	reg
170	9	share	shared	SE@r*	SE@d	reg
16	1	sharpen	sharpened	SA:p@n	SA:p@nd	reg
45	3	shatter	shattered	S&t@r*	S&t@d	reg
22	1	shave	shaved	SeIv	SeIvd	reg
3	0	shear	sheared	SI@r*	SI@d	reg
3	0	sheathe	sheathed	Si:D	Si:Dd	reg
1	0	sheer	sheered	SI@r*	SI@d	reg
4	0	shell	shelled	SEl	SEld	reg
9	1	shelter	sheltered	SElt@r*	SElt@d	reg
11	1	shelve	shelved	SElv	SElvd	reg
2	0	shepherd	shepherded	SEp@d	SEp@dId	reg
3	0	shy	shied	SaI	SaId	reg
8	0	shield	shielded	Si:ld	Si:ldId	reg
58	3	shift	shifted	SIft	SIftId	reg
5	0	shimmer	shimmered	SIm@r*	SIm@d	reg
3	0	shine	shined	SaIn	SaInd	reg
1	0	shingle	shingled	SINgl,	SINgl,d	reg
13	1	ship	shipped	SIp	SIpt	reg
3	0	shipwreck	shipwrecked	SIprEk	SIprEkt	reg
2	0	shirk	shirked	S3:k	S3:kt	reg
23	1	shiver	shivered	SIv@r*	SIv@d	reg
103	6	shock	shocked	SOk	SOkt	reg
1	0	shoe	shod	Su:	SOd	irreg
54	3	shine	shone	SaIn	SOn	irreg
2	0	shoo	shooed	Su:	Su:d	reg
305	17	shake	shook	SeIk	SUk	irreg
4	0	shop	shopped	SOp	SOpt	reg
2	0	shore	shored	SO:r*	SO:d	reg
1	0	short-circuit	short-circuited	SO:ts3:kIt	SO:ts3:kItId	reg
1	0	short	shorted	SO:t	SO:tId	reg
10	1	shorten	shortened	SO:tn,	SO:tn,d	reg
2	0	short-list	short-listed	SO:tlIst	SO:tlIstId	reg
157	9	shoot	shot	Su:t	SOt	irreg
4	0	shoulder	shouldered	S@Uld@r*	S@Uld@d	reg
166	9	shout	shouted	SaUt	SaUtId	reg
22	1	shove	shoved	SVv	SVvd	reg
3	0	shovel	shovelled	SVvl,	SVvl,d	reg
369	21	show	showed	S@U	S@Ud	reg
10	1	shower	showered	SaU@r*	SaU@d	reg
15	1	shrink	shrank	SrINk	Sr&Nk	irreg
8	0	shred	shredded	SrEd	SrEdId	reg
20	1	shriek	shrieked	Sri:k	Sri:kt	reg
3	0	shrill	shrilled	SrIl	SrIld	reg
11	1	shrivel	shrivelled	SrIvl,	SrIvl,d	reg
11	1	shroud	shrouded	SraUd	SraUdId	reg
76	4	shrug	shrugged	SrVg	SrVgd	reg
13	1	shrink	shrunk	SrINk	SrVNk	irreg
1	0	shuck	shucked	SVk	SVkt	reg
23	1	shudder	shuddered	SVd@r*	SVd@d	reg
17	1	shuffle	shuffled	SVfl,	SVfl,d	reg
6	0	shun	shunned	SVn	SVnd	reg
5	0	shunt	shunted	SVnt	SVntId	reg
1	0	shush	shushed	SUS	SUSt	reg
8	0	shutter	shuttered	SVt@r*	SVt@d	reg
1	0	shuttle	shuttled	SVtl,	SVtl,d	reg
6	0	sicken	sickened	sIk@n	sIk@nd	reg
5	0	side	sided	saId	saIdId	reg
1	0	sidestep	sidestepped	saIdstEp	saIdstEpt	reg
1	0	sideswipe	sideswiped	saIdswaIp	saIdswaIpt	reg
2	0	sidetrack	sidetracked	saIdtr&k	saIdtr&kt	reg
3	0	sidle	sidled	saIdl,	saIdl,d	reg
2	0	sieve	sieved	sIv	sIvd	reg
4	0	sift	sifted	sIft	sIftId	reg
90	5	sigh	sighed	saI	saId	reg
7	0	sight	sighted	saIt	saItId	reg
23	1	signal	signalled	sIgnl,	sIgnl,d	reg
99	6	sign	signed	saIn	saInd	reg
7	0	signify	signified	sIgnIfaI	sIgnIfaId	reg
1	0	signpost	signposted	saInp@Ust	saInp@UstId	reg
13	1	silence	silenced	saIl@ns	saIl@nst	reg
6	0	silhouette	silhouetted	sIlu:Et	sIlu:EtId	reg
3	0	silver	silvered	sIlv@r*	sIlv@d	reg
3	0	simmer	simmered	sIm@r*	sIm@d	reg
1	0	simper	simpered	sImp@r*	sImp@d	reg
12	1	simplify	simplified	sImplIfaI	sImplIfaId	reg
4	0	simulate	simulated	sImjUleIt	sImjUleItId	reg
2	0	singe	singed	sIndZ	sIndZd	reg
6	0	sin	sinned	sIn	sInd	reg
2	0	siphon	siphoned	saIfn,	saIfn,d	reg
35	2	sip	sipped	sIp	sIpt	reg
1	0	sire	sired	saI@r*	saI@d	reg
11	1	site	sited	saIt	saItId	reg
8	0	size	sized	saIz	saIzd	reg
2	0	sizzle	sizzled	sIzl,	sIzl,d	reg
2	0	skate	skated	skeIt	skeItId	reg
11	1	sketch	sketched	skEtS	skEtSt	reg
2	0	skewer	skewered	skju:@r*	skju:@d	reg
5	0	skid	skidded	skId	skIdId	reg
4	0	sky	skied	skaI	skaId	reg
11	1	skim	skimmed	skIm	skImd	reg
2	0	skimp	skimped	skImp	skImpt	reg
8	0	skin	skinned	skIn	skInd	reg
10	1	skip	skipped	skIp	skIpt	reg
1	0	skirmish	skirmished	sk3:mIS	sk3:mISt	reg
7	0	skirt	skirted	sk3:t	sk3:tId	reg
2	0	skitter	skittered	skIt@r*	skIt@d	reg
2	0	skulk	skulked	skVlk	skVlkt	reg
1	0	skyrocket	skyrocketed	skaIrOkIt	skaIrOkItId	reg
6	0	slacken	slackened	sl&k@n	sl&k@nd	reg
1	0	slake	slaked	sleIk	sleIkt	reg
35	2	slam	slammed	sl&m	sl&md	reg
1	0	slander	slandered	slA:nd@r*	slA:nd@d	reg
6	0	slant	slanted	slA:nt	slA:ntId	reg
31	2	slap	slapped	sl&p	sl&pt	reg
12	1	slash	slashed	sl&S	sl&St	reg
2	0	slate	slated	sleIt	sleItId	reg
16	1	slaughter	slaughtered	slO:t@r*	slO:t@d	reg
3	0	slave	slaved	sleIv	sleIvd	reg
1	0	sleek	sleeked	sli:k	sli:kt	reg
120	7	sleep	slept	sli:p	slEpt	irreg
2	0	slay	slew	sleI	slu:	irreg
3	0	slew	slewed	slu:	slu:d	reg
25	1	slice	sliced	slaIs	slaIst	reg
59	3	slide	slid	slaId	slId	irreg
2	0	slight	slighted	slaIt	slaItId	reg
1	0	slim	slimmed	slIm	slImd	reg
107	6	slip	slipped	slIp	slIpt	reg
9	1	slither	slithered	slID@r*	slID@d	reg
1	0	slobber	slobbered	slOb@r*	slOb@d	reg
1	0	slog	slogged	slOg	slOgd	reg
5	0	slope	sloped	sl@Up	sl@Upt	reg
3	0	slop	slopped	slOp	slOpt	reg
3	0	slosh	sloshed	slOS	slOSt	reg
5	0	slot	slotted	slOt	slOtId	reg
5	0	slouch	slouched	slaUtS	slaUtSt	reg
34	2	slow	slowed	sl@U	sl@Ud	reg
1	0	slug	slugged	slVg	slVgd	reg
1	0	slumber	slumbered	slVmb@r*	slVmb@d	reg
20	1	slump	slumped	slVmp	slVmpt	reg
16	1	sling	slung	slIN	slVN	irreg
3	0	slink	slunk	slINk	slVNk	irreg
2	0	slurp	slurped	sl3:p	sl3:pt	reg
5	0	slur	slurred	sl3:r*	sl3:d	reg
11	1	smack	smacked	sm&k	sm&kt	reg
1	0	smart	smarted	smA:t	smA:tId	reg
46	3	smash	smashed	sm&S	sm&St	reg
14	1	smear	smeared	smI@r*	smI@d	reg
45	3	smell	smelled	smEl	smEld	reg
24	1	smell	smelt	smEl	smElt	irreg
1	0	smelt	smelted	smElt	smEltId	reg
328	18	smile	smiled	smaIl	smaIld	reg
2	0	smirk	smirked	sm3:k	sm3:kt	reg
50	3	smoke	smoked	sm@Uk	sm@Ukt	reg
15	1	smooth	smoothed	smu:D	smu:Dd	reg
6	0	smite	smote	smaIt	sm@Ut	irreg
12	1	smother	smothered	smVD@r*	smVD@d	reg
2	0	smoulder	smouldered	sm@Uld@r*	sm@Uld@d	reg
5	0	smudge	smudged	smVdZ	smVdZd	reg
9	1	smuggle	smuggled	smVgl,	smVgl,d	reg
2	0	snag	snagged	sn&g	sn&gd	reg
3	0	snake	snaked	sneIk	sneIkt	reg
61	3	snap	snapped	sn&p	sn&pt	reg
2	0	snare	snared	snE@r*	snE@d	reg
12	1	snarl	snarled	snA:l	snA:ld	reg
34	2	snatch	snatched	sn&tS	sn&tSt	reg
7	0	sneak	sneaked	sni:k	sni:kt	reg
7	0	sneer	sneered	snI@r*	snI@d	reg
5	0	sneeze	sneezed	sni:z	sni:zd	reg
1	0	snick	snicked	snIk	snIkt	reg
2	0	snicker	snickered	snIk@r*	snIk@d	reg
22	1	sniff	sniffed	snIf	snIft	reg
1	0	sniffle	sniffled	snIf@l	snIf@ld	reg
4	0	snigger	sniggered	snIg@r*	snIg@d	reg
2	0	snip	snipped	snIp	snIpt	reg
1	0	snooze	snoozed	snu:z	snu:zd	reg
2	0	snore	snored	snO:r*	snO:d	reg
10	1	snort	snorted	snO:t	snO:tId	reg
1	0	snowball	snowballed	sn@UbO:l	sn@UbO:ld	reg
3	0	snow	snowed	sn@U	sn@Ud	reg
4	0	snub	snubbed	snVb	snVbd	reg
5	0	snuff	snuffed	snVf	snVft	reg
1	0	snuffle	snuffled	snVfl,	snVfl,d	reg
1	0	snug	snugged	snVg	snVgd	reg
4	0	snuggle	snuggled	snVgl,	snVgl,d	reg
24	1	soak	soaked	s@Uk	s@Ukt	reg
1	0	soap	soaped	s@Up	s@Upt	reg
11	1	soar	soared	sO:r*	sO:d	reg
10	1	sob	sobbed	sOb	sObd	reg
2	0	sober	sobered	s@Ub@r*	s@Ub@d	reg
6	0	socialize	socialized	s@US@laIz	s@US@laIzd	reg
1	0	sock	socked	sOk	sOkt	reg
13	1	soften	softened	sOfn,	sOfn,d	reg
13	1	soil	soiled	sOIl	sOIld	reg
204	11	sell	sold	sEl	s@Uld	irreg
1	0	solder	soldered	sOld@r*	sOld@d	reg
1	0	soldier	soldiered	s@UldZ@r*	s@UldZ@d	reg
3	0	solicit	solicited	s@lIsIt	s@lIsItId	reg
4	0	solidify	solidified	s@lIdIfaI	s@lIdIfaId	reg
69	4	solve	solved	sOlv	sOlvd	reg
11	1	soothe	soothed	su:D	su:Dd	reg
1	0	sorrow	sorrowed	sOr@U	sOr@Ud	reg
26	1	sort	sorted	sO:t	sO:tId	reg
132	7	seek	sought	si:k	sO:t	irreg
148	8	sound	sounded	saUnd	saUndId	reg
1	0	soundproof	soundproofed	saUndpru:f	saUndpru:ft	reg
3	0	sour	soured	saU@r*	saU@d	reg
3	0	sow	sowed	s@U	s@Ud	reg
12	1	space	spaced	speIs	speIst	reg
3	0	speak	spake	spi:k	speIk	irreg
4	0	spangle	spangled	sp&Ngl,	sp&Ngl,d	reg
3	0	spank	spanked	sp&Nk	sp&Nkt	reg
5	0	span	spanned	sp&n	sp&nd	reg
29	2	spare	spared	spE@r*	spE@d	reg
7	0	spark	sparked	spA:k	spA:kt	reg
7	0	sparkle	sparkled	spA:kl,	spA:kl,d	reg
25	1	spit	spat	spIt	sp&t	irreg
7	0	spatter	spattered	sp&t@r*	sp&t@d	reg
7	0	spawn	spawned	spO:n	spO:nd	reg
2	0	spay	spayed	speI	speId	reg
2	0	spear	speared	spI@r*	spI@d	reg
2	0	spearhead	spearheaded	spI@hEd	spI@hEdId	reg
8	0	specialize	specialized	spES@laIz	spES@laIzd	reg
20	1	specify	specified	spEsIfaI	spEsIfaId	reg
9	1	speculate	speculated	spEkjUleIt	spEkjUleItId	reg
17	1	speed	sped	spi:d	spEd	irreg
8	0	speed	speeded	spi:d	spi:dId	reg
13	1	spell	spelled	spEl	spEld	reg
14	1	spell	spelt	spEl	spElt	irreg
496	28	spend	spent	spEnd	spEnt	irreg
3	0	spew	spewed	spju:	spju:d	reg
7	0	spice	spiced	spaIs	spaIst	reg
3	0	spy	spied	spaI	spaId	reg
6	0	spike	spiked	spaIk	spaIkt	reg
21	1	spill	spilled	spIl	spIld	reg
10	1	spill	spilt	spIl	spIlt	irreg
3	0	spiral	spiralled	spaI@r@l	spaI@r@ld	reg
3	0	spirit	spirited	spIrIt	spIrItId	reg
1	0	spiritualize	spiritualized	spIrItSU@laIz	spIrItSU@laIzd	reg
1	0	spit	spitted	spIt	spItId	reg
17	1	splash	splashed	spl&S	spl&St	reg
4	0	splatter	splattered	spl&t@r*	spl&t@d	reg
3	0	splay	splayed	spleI	spleId	reg
1	0	splice	spliced	splaIs	splaIst	reg
7	0	splinter	splintered	splInt@r*	splInt@d	reg
1	0	splotch	splotched	splOtS	splOtSt	reg
1	0	splurge	splurged	spl3:dZ	spl3:dZd	reg
4	0	splutter	spluttered	splVt@r*	splVt@d	reg
31	2	spoil	spoiled	spOIl	spOIld	reg
1	0	spoil	spoiled	spOIl	spOIld	reg
21	1	spoil	spoilt	spOIl	spOIlt	irreg
515	29	speak	spoke	spi:k	sp@Uk	irreg
2	0	sponge	sponged	spVndZ	spVndZd	reg
22	1	sponsor	sponsored	spOns@r*	spOns@d	reg
2	0	spook	spooked	spu:k	spu:kt	reg
2	0	spoon	spooned	spu:n	spu:nd	reg
5	0	sport	sported	spO:t	spO:tId	reg
36	2	spot	spotted	spOt	spOtId	reg
2	0	spout	spouted	spaUt	spaUtId	reg
3	0	sprain	sprained	spreIn	spreInd	reg
56	3	spring	sprang	sprIN	spr&N	irreg
14	1	sprawl	sprawled	sprO:l	sprO:ld	reg
13	1	spray	sprayed	spreI	spreId	reg
4	0	spreadeagle	spreadeagled	sprEdi:gl,	sprEdi:gl,d	reg
14	1	sprinkle	sprinkled	sprINkl,	sprINkl,d	reg
3	0	sprint	sprinted	sprInt	sprIntId	reg
8	0	sprout	sprouted	spraUt	spraUtId	reg
21	1	spring	sprung	sprIN	sprVN	irreg
29	2	spin	spun	spIn	spVn	irreg
6	0	spurn	spurned	sp3:n	sp3:nd	reg
9	1	spur	spurred	sp3:r*	sp3:d	reg
2	0	spurt	spurted	sp3:t	sp3:tId	reg
3	0	spurt	spurted	sp3:t	sp3:tId	reg
2	0	sputter	sputtered	spVt@r*	spVt@d	reg
1	0	squabble	squabbled	skwObl,	skwObl,d	reg
5	0	squander	squandered	skwOnd@r*	skwOnd@d	reg
39	2	square	squared	skwE@r*	skwE@d	reg
12	1	squash	squashed	skwOS	skwOSt	reg
16	1	squat	squatted	skwOt	skwOtId	reg
2	0	squawk	squawked	skwO:k	skwO:kt	reg
4	0	squeak	squeaked	skwi:k	skwi:kt	reg
5	0	squeal	squealed	skwi:l	skwi:ld	reg
44	2	squeeze	squeezed	skwi:z	skwi:zd	reg
2	0	squelch	squelched	skwEltS	skwEltSt	reg
11	1	squint	squinted	skwInt	skwIntId	reg
1	0	squire	squired	skwaI@r*	skwaI@d	reg
5	0	squirm	squirmed	skw3:m	skw3:md	reg
4	0	squirt	squirted	skw3:t	skw3:tId	reg
15	1	stab	stabbed	st&b	st&bd	reg
5	0	stabilize	stabilized	steIb@laIz	steIb@laIzd	reg
1	0	stable	stabled	steIbl,	steIbl,d	reg
27	2	stack	stacked	st&k	st&kt	reg
11	1	staff	staffed	stA:f	stA:ft	reg
21	1	stage	staged	steIdZ	steIdZd	reg
1	0	stage-manage	stage-managed	steIdZm&nIdZ	steIdZm&nIdZd	reg
28	2	stagger	staggered	st&g@r*	st&g@d	reg
2	0	stagnate	stagnated	st&gneIt	st&gneItId	reg
34	2	stain	stained	steIn	steInd	reg
4	0	stake	staked	steIk	steIkt	reg
1	0	stale	staled	steIl	steIld	reg
14	1	stalk	stalked	stO:k	stO:kt	reg
7	0	stall	stalled	stO:l	stO:ld	reg
7	0	stammer	stammered	st&m@r*	st&m@d	reg
33	2	stamp	stamped	st&mp	st&mpt	reg
2	0	stampede	stampeded	st&mpi:d	st&mpi:dId	reg
10	1	standardize	standardized	st&nd@daIz	st&nd@daIzd	reg
9	1	stink	stank	stINk	st&Nk	irreg
1	0	staple	stapled	steIpl,	steIpl,d	reg
11	1	starch	starched	stA:tS	stA:tSt	reg
205	11	stare	stared	stE@r*	stE@d	reg
4	0	star	starred	stA:r*	stA:d	reg
726	40	start	started	stA:t	stA:tId	reg
62	3	startle	startled	stA:tl,	stA:tl,d	reg
19	1	starve	starved	stA:v	stA:vd	reg
3	0	stash	stashed	st&S	st&St	reg
97	5	state	stated	steIt	steItId	reg
23	1	station	stationed	steISn,	steISn,d	reg
1	0	staunch	staunched	stO:ntS	stO:ntSt	reg
201	11	stay	stayed	steI	steId	reg
5	0	steady	steadied	stEdI	stEdId	reg
12	1	steam	steamed	sti:m	sti:md	reg
1	0	steel	steeled	sti:l	sti:ld	reg
4	0	steep	steeped	sti:p	sti:pt	reg
11	1	steer	steered	stI@r*	stI@d	reg
12	1	stem	stemmed	stEm	stEmd	reg
4	0	stencil	stencilled	stEnsl,	stEnsl,d	reg
119	7	step	stepped	stEp	stEpt	reg
8	0	stereotype	stereotyped	stI@rI@taIp	stI@rI@taIpt	reg
